Index	Title	Content
86	Declaration of Independence	On July 2nd, the Continental Congress voted in favor of Lee’s resolution for independence in a near-unanimous vote. On that day, John Adams wrote to his wife Abigail that July 2 “will be celebrated, by succeeding Generations, as the great anniversary Festival” and that the celebration should include “Pomp and Parade…Games, Sports, Guns, Bells, Bonfires and Illuminations from one End of this Continent to the other.” On July 4th, the Congress formally adopted the Declaration of Independence, which had been written largely by Jefferson. Though the vote for actual independence took place on July 2nd, from then on the 4th became the day that was celebrated as the birth of American independence.
87	Decoding Nazi Secrets	By mid-1940, the German Army had conquered all of western Europe. Hitler was tightening the noose around Britain. In the Atlantic, German U-boats were decimating Allied convoys, threatening to cut off Britain's only lifeline. But Churchill had a secret weapon, the strangest military establishment in the world. Crossword fanatics, chess champions, mathematicians, students and professors, Americans and British, all came here with one common aim: to unlock the secrets of the Enigma, a machine that concealed Germany's war plans in seemingly unbreakable code. If Enigma could be penetrated, everything Hitler plotted would be known in advance. At Bletchley Park, there unfolded one of the most astonishing exploits of the Second World War.
88	Decoding Nazi Secrets	By mid-1940, the German Army had conquered all of western Europe. Hitler was tightening the noose around Britain. In the Atlantic, German U-boats were decimating Allied convoys, threatening to cut off Britain's only lifeline. But Churchill had a secret weapon, the strangest military establishment in the world. Crossword fanatics, chess champions, mathematicians, students and professors, Americans and British, all came here with one common aim: to unlock the secrets of the Enigma, a machine that concealed Germany's war plans in seemingly unbreakable code. If Enigma could be penetrated, everything Hitler plotted would be known in advance. At Bletchley Park, there unfolded one of the most astonishing exploits of the Second World War. Many here had never seen a code before, yet it was their job to find a way to crack Enigma. In the process, they devised ingenious codebreaking machines that were forerunners of the modern computer. But everything they did remained classified for 30 years.
89	Deer	The deer approaches the opening, unaware of the cougar's presence. Slowly and quietly, Shuka creeps toward his prey. Hearing a twig crack, the deer turns and faces impending danger. There is no time to run before the six-foot-long, 200 pound male cougar pounces on its back and bites its neck. The deer, a favorite food of the cougar has met its match. He has fallen victim to the balance of nature.
90	Deer	The deer approaches the opening, unaware of the cougar's presence. Slowly and quietly, Shuka creeps toward his prey. Hearing a twig crack, the deer turns and faces impending danger. There is no time to run before the six-foot-long, 200 pound male cougar pounces on its back and bites its neck. The deer, a favorite food of the cougar has met its match. He has fallen victim to the balance of nature.
91	Design For Humanity Award	In a world of so much rhetoric and so little action, the discovery of real achievement, gives us hope that life on this earth may be changed for the better -- that if a small group of individuals with some good ideas, a sincere desire to help other people, and a lot of hard work can succeed in bringing a community back to life, it may serve as an inspiration for all of us to follow in their footsteps. Throughout the United States, for the past several decades, virtually all of our cities have experienced considerable decline -- most visibly, in their historic areas. Politicians, city planners, and other interested parties have discussed the problem endlessly...
92	Diamond Lies	"Why are diamonds a valuable investment? Is it because they are so rare? Anyone who understands how economics works, knows that price is often the result of demand. A product is only priced in such a way as to provide both profit and also perceived value in the market place. If bananas where considered like gold, then their price would reflect that and they would be sky high, despite the fact that they cost about the same to obtain and also market.

Diamonds are like that. They are part of a marketing campaign. About 100 years ago diamonds were a real rare find, that only royalty could afford and purchase. Then suddenly in the mines of South Africa, that all changed. So many diamonds were found that miners could swim in them like large ponds of water. Suddenly, the price of diamonds plunged.

A man called Cecil Rhodes saw spinning dollar signs in his eyes, like a cartoon character, and he bought up huge sums of the now cheap diamonds. His company’s name was DeBeers, and they established a monopoly on diamonds and persuaded almost every diamond producing nation in the world to do business only with DeBeers. Cecil Rhodes and his company now owned over 80% of all the diamonds in the world; past, present and future.

The world has changed since those days and DeBeers now only has about a 65% hold on all diamonds, but they also hoard diamonds. They drive the price up and keep huge storehouses of diamonds that could be several decades out of the Earth by the time you put that ring on her finger.  But the brainwashing was soon to follow, for that is how true selling works. Find a need and fill it is marginally honest, but create a need and fill it is a fine alternative if the first one doesn’t pan out.

Marketing strategist then decided they needed to make everyone believe a common perception, despite the inherent debt it would create for someone who had fallen in love. They created the marriage market. Now, diamonds are the proper way to express love. And yet, they don’t cost anywhere near what you pay for them."
93	Diamonds	Today, seventy percent of the world’s rough diamonds pass through the central selling organization, the ESO, established by Debiers at Charterhouse Street in London.  To regulate the flow of diamonds and maintain stability of prices on the world market, diamonds are first classified and valued.  Here, along the north wall, in natural light, experts sort stones into more than five thousand different categories; based on size, shape, quality and color.
94	Diamonds 2	"Diamonds are pure or nearly pure carbon, blessed with three extraordinary qualities: First, a diamond is the purest of earth's gemstones, composed of a single unadulterated element. Second, it is the hardest transparent substance known to man. However, sharp impact may cause damage to a diamond. Third, a diamond has unique powers of light reflection. When cut to proper proportions, it gathers light within itself, sending it back in a shower of fire and brilliance.

These qualities make a diamond ring the perfect symbol of engagement. To support the promise behind the eternal symbol, every Tiffany & Co. solitaire diamond comes with a Tiffany & Co. Diamond Certificate that is your guarantee of quality."
95	Did we Invent God?	"Did God invent humanity? Or did we invent God? Pioneering scientists are trekking across new frontiers of neuroscience that may at last provide an answer to this ancient mystery. Neuroscientists are recreating out of body experiences in virtual reality laboratories to uncover what happens to the brain during profoundly spiritual journeys.

Yet, most of us do not need to leave our bodies to sense the divine. Psychologists are working to figure out why we sense a hidden supernatural plane in the world around us. Their work suggests that belief in the spiritual takes hold a young age, never leaves us, and is essential to how our highly developed brains see the world.

This supernatural sense might be something more than just a byproduct of an intelligent mind, because a groundbreaking experiment with chimpanzees suggests that belief in God is unique to humans.

But what causes some to see the hand of God in humanity and the world around us, where others see randomness and chance? One psychologist believes she knows why, because her work is showing that our emotional states physically change how we see patterns of events in the world.

Our experience of God may be exclusively confined to our brains. But since our brains are where we experience reality, does imagining God make God real? One neuroscientist is trying to find the answer by peering into the human mind, and seeing what God really looks like!"
96	Dinosaur Wars	"For more than a century, Americans have had a love affair with dinosaurs. Extinct for millions of years, they were barely known until giant, fossil bones were discovered in the mid-nineteenth century.  Two American scientists, Edward Drinker Cope and Othniel Charles Marsh, led the way to many of these discoveries, at the forefront of the young field of paleontology.  

Cope and Marsh shed light on the deep past in a way no one had ever been able to do before. They unearthed more than 130 dinosaur species and some of the first fossil evidence supporting Darwin’s new theory of evolution.  Cope and Marsh locked horns for decades, in one of the most bitter scientific rivalries in American history. Constantly vying for leadership in their young field, they competed ruthlessly to secure gigantic bones in the American West. They put American science on the world stage and nearly destroyed one another in the process.   

In the summer of 1868, a small group of scientists boarded a Union Pacific train for a sightseeing excursion through the heart of the newly-opened American West."
97	Dinosaur Wars	"For more than a century, Americans have had a love affair with dinosaurs. Extinct for millions of years, they were barely known until giant, fossil bones were discovered in the mid-nineteenth century. Two American scientists, Edward Drinker Cope and Othniel Charles Marsh, led the way to many of these discoveries, at the forefront of the young field of paleontology.

Cope and Marsh shed light on the deep past in a way no one had ever been able to do before. They unearthed more than 130 dinosaur species and some of the first fossil evidence supporting Darwin’s new theory of evolution. Cope and Marsh locked horns for decades, in one of the most bitter scientific rivalries in American history. Constantly vying for leadership in their young field, they competed ruthlessly to secure gigantic bones in the American West. They put American science on the world stage and nearly destroyed one another in the process.

In the summer of 1868, a small group of scientists boarded a Union Pacific train for a sightseeing excursion through the heart of the newly-opened American West."
98	Dinosaurs	"For more than a century, Americans have had a love affair with dinosaurs. Extinct for millions of years, they were barely known until giant, fossil bones were discovered in the mid-nineteenth century.

Two American scientists, Edward Drinker Cope and Othniel Charles Marsh, led the way to many of these discoveries, at the forefront of the young field of paleontology.

Cope and Marsh shed light on the deep past in a way no one had ever been able to do before. They unearthed more than 130 dinosaur species and some of the first fossil evidence supporting Darwin’s new theory of evolution.

Cope and Marsh locked horns for decades, in one of the most bitter scientific rivalries in American history. Constantly vying for leadership in their young field, they competed ruthlessly to secure gigantic bones in the American West. They put American science on the world stage and nearly destroyed one another in the process.

In the summer of 1868, a small group of scientists boarded a Union Pacific train for a sightseeing excursion through the heart of the newly-opened American West."
99	Dinosaurs	The evidence that birds descended from dinosaurs -- indeed are dinosaurs—has become conclusive for most paleontologists and evolutionary biologists. The theory had fallen out of favor in the early 20th century because, although theropods and birds share a great many features, no dinosaurs appeared to have a furcula, or wishbone.
100	Dinosaurs 2	They were awesome creatures, the great reptiles of eons and eras past.  To modern eyes, they appear magnificent ... grotesque ... and terrifying.  And in fact, it seems inconceivable that their dominance of the planet could ever have ended.  But end it did ... at the hands of an even mightier adversary: Change.  It was, of course, nature that dealt the most severe blows.  Over the yawning ages, the great beasts were beset in turn by drought ... by flood ... by fire ... and ultimately, by ice.  Nimbler, more resourceful species were able to adapt to these catastrophically shifting conditions, and survived.  But the colossal reptiles were simply too ponderous, too inflexible to adapt.
101	Discovery Channel – “When Dinosaurs Ruled The Earth”	In nature, disaster is a constant companion and death comes in many guises. Dinosaurs now trapped by the fire- flee in panic. Most will survive, but for the creatures that perish, the conflict is over. For those that remain, what lies ahead is 30 million years of evolution. Triggered by unseen forces, the environment will gradually change and so will the dinosaurs that live here. In the distant future, the offspring of the young femikas will grow bigger, weirder and even more perplexing. The raptors will stay small, agile and quick, but they’ll get smarter and the kin of the Steggasours will become the most famous creature in North America.
102	Divers	Carrying out a 1,500-year-old tradition, this woman prepares to dive for abalones, sea cucumbers, sea urchins, and octopuses at Cheju Island off Korea’s southern tip.  Cheju’s female divers, known as “haenyo”, begin honing their skills at the age of ten, learning to dive as deep as 60 feet and to hold their breath for up to two minutes.  As recently as the 1930s, they numbered more than 20,000.  Now only about 3,000--most in their 50s and 60s--remain, as their better-educated daughters find work that is less physically demanding.
103	Documentary - 1933	"1933 was dark all over the world.

Japan was already in Manchuria, and the League of Nations was dying in
Geneva.

In Germany, the Reichstag fire was history, so was the Weimar Republic.

In Italy, Benito Mussolini had translated a people’s search for security into
savage conquest.

In rich, fertile America, fear and uncertainty lay heavy upon the land.

Franklin D. Roosevelt stood beside Chief Justice Heughes on the steps of the
Capitol on that raw afternoon of March 4th, and a nation with 15 million
unemployed…listened."
104	Dolphins	Gliding with uncanny grace, bottlenose dolphins pass the scalloped shadow of a mountain peak in Fiordland, New Zealand's largest national park. Fiordland's dolphins may spend their entire lives in a single fiord -- denizens of an isolated world as dramatic above water as it is below. The jutting fist of Mitre Peak snags a passing cloud high above Milford Sound. Rising more than a mile up from the sea, this peak is the icon of a land with a history of transient seekers -- for sealskins, gold, the glory of discovery, and the solace of untrammeled wilderness.
105	Dolphins 2	This spectacular display of airtime by these dusky dolphins actually has a practical purpose. These are scouts looking for food. And this is only half the operation. Here's the underwater scout patrol. Sending out dolphin sonar pings to locate a meal. The first dolphin airborne patrol does its best to stake out the banquet.
106	Drift Nets	Drift nets can be deadly for many ocean creatures who become entangled in an invisible “wall” of netting. Along the U.S. East Coast, a swordfish drift-net fishery has historically entangled large numbers of marine mammals, including the highly endangered North Atlantic right whales and six species of dolphin. When the death rate of marine mammals is unacceptably high, the Marine Mammal Protection Act of 1994 requires the creation of a team composed of scientists and representatives of the fishing industry, environmental organizations, and state and federal agencies.
107	Dublin	James Joyce once said that he wanted to create a picture of Dublin so complete that if the city one day disappeared, it could be reconstructed entirely from his book Ulysses. He succeeded. The spirit of James Joyce is evident everywhere in bustling, booming modern Dublin, from the bronze statue of him leaning casually on his walking stick at the intersection of busy O’Connell Street and Earl Street to such famous landmarks as St. Stephen’s Green, University College, and the Martello Tower in the nearby suburb of Sandycove. With a bit of imagination and some good walking shoes, you can virtually step into the pages of Ulysses to follow Leopold Bloom on his fictional 18-hour odyssey through Dublin on June 16, 1904.
108	Dublin 2	Home over the centuries to great writers like Jonathan Swift, George Bernard Shaw and James Joyce. Dublin has always been a center of the arts. Now, with the still roaring Celtic Tiger economy to support it, Ireland's Capital City is the bustling home of ever-burgeoning business, important cultural institutions, lively nightlife and a youthful, energetic population of both natives and newcomers.
109	Earthquake	"Pulled and pushed by forces deep within the planet, the Pacific plate is sliding northwest past North America at an average of about 2 inches a year - roughly the same rate as  fingernails grow.
But movement along the fault usually occurs in bursts. Along most of the fault, the colder, more rigid rocks near the earth‘s surface resist the plate motions. Eventually, enough strain develops along a segment of the fault to overcome the resistance.  en, in geologic terms, that stretch of the fault “breaks,” “fails,” or “ruptures” and a segment of the crust riding the Pacific plate surges north, creating an earthquake."
110	Earthquakes	"All around the world, mountains are on the rise.  And in few places,  this does happen more swiftly than in highly populated Southern California, where shifting tectonic plates cause periodic catastrophe.  Each earthquake raises the mountains a few inches sometimes feet, which makes the place a Mecca for geothermologists like Dr. Frank Wireick.
But the mountains here are falling as fast as they are rising.  Days of rain sometimes trigger a disaster called a rotational slide, because it moves along a subsurface plain like jelly sliding from a spoon.  In this small town along the coastline, most residents were warned of the dangers before moving in, but chose to live here anyway due to the panoramic view."
111	Earthquakes - National Geographic	"Pulled and pushed by forces deep within the planet, the Pacific plate is sliding northwest past North America at an average of about 2 inches a year - roughly the same rate as fingernails grow. But movement along the fault usually occurs in bursts. Along most of the fault, the colder, more rigid rocks near the earth’s surface resist the plate motions. Eventually, enough strain develops along a segment of the fault to overcome the resistance. Then, in geologic terms, that stretch of the fault ""breaks,"" ""fails,"" or ""ruptures"" and segments of the crust riding the Pacific plate surge north, creating an earthquake. In the magnitude 7.7 San Francisco earthquake of 1906, which killed more than 3,000 people, a 270-mile-long segment of the San Andreas from south of San Juan Bautista to Cape Mendocino surged northward as much as 21 feet in a few seconds. Half a century earlier in 1857, during a similar but little known 7.8 quake, much of coastal , southern California drifted north."
112	Egypt	To modern eyes, the people of ancient Egypt seem bearers of some higher civilization...whose sources lay in another world. While populations elsewhere, still in their infancy, were groping their way out of the stone age, the Egyptians seem to have been born adult. They soon broke through the barriers of human possibility, six thousand years ago, almost in virtue of experiences sustained in some other extraordinarily civilized world. The fact that other people developed at much slower rates, reinforces the feeling that the people of the “planet Egypt” anticipated the history of the world by two thousand years.
113	Egypt 2	Egypt has always been a land of mystery and magic -- a land different from all others, difficult to understand, apart and alien, yet strangely fascinating. It was the most self-contained of all the countries of the ancient world; it lived its own life, practiced its own religion, and made up its own government with hardly any outside interference either from or upon other civilizations.
114	Einstein	"The life of Albert Einstein has a dramatic quality that does not rest exclusively on
his ""Theory of Relativity.""  For the extravagant timing of history linked him with three
shattering developments of the Twentieth Century: the rise of modern Germany;
the birth of nuclear weapons; and the growth of Zionism.  Their impact on his simple genius
combined to drive him into contact with the affairs of the world, for which he had little taste.

The result would have made him a unique historical figure, even if he had not altered
man's ideas of the physial world."
115	Einstein	"The life of Albert Einstein has a dramatic quality that doesn't rest exclusively on his ""Theory of Relativity.""  For the extravagant timing of history linked him with three shattering developments of the Twentieth Century:  the rise of modern Germany; the birth of nuclear weapons; and the growth of Zionism.  Their impact on his simple genus combined to drive him into contact with the affairs of the world, for which he had little taste.

The result would have made him a unique historical figure, even if he had not radically altered
man's ideas of the physical world."
116	Einstein	"The life of Albert Einstein has a dramatic quality that doesn't rest exclusively on his
""Theory of Relativity.""  For the extravagant timing of history linked him with three shattering
developments of the Twentieth Century:  the rise of modern Germany;  the birth of nuclear
weapons; and the growth of Zionism.

Their impact on his simple genius combined to drive him into contact with the affairs of the world, for which he had little taste.  The result would have made him a unique historical figure,
even if he had not radically altered man's ideas of the physical world."
117	Einstein	"The life of Albert Einstein had a dramatic quality that doesn't rest only on his
""Theory of Relativity,"" for the extravagant timing of history linked him with three
shattering developments of the Twentieth Century:  the rise of modernGermany;
the birth of nuclear weapons; and the growth of Zionism.

Their impact on his simple genius drove him into contact with the affairs of the world,
for which he had little taste.

This alone made him a unique historical figure,
even if he had not altered Man's ideas of the physical world."
118	Einstein	"The life of Albert Einstein had a dramatic quality the doesn't rest only on his
""Theory of Relativity,"" forthe extravagant timing of history linked him with three
shattering developments of the Twentieth Century:  the rise of moder Germany;
the birth of nuclear weapons; and the growth of Zionism.

Their impact on his simple genius drove him into contact with the affairs of the world,
for which he had little taste.  This alone made him a unique historical figure, even if
he had not altered man's ideas of the physical world."
119	Einstein	"The life of Albert Einstein had a dramatic quality that doesn't rest only on his ""Theory of Relativity,"" for the extravagant timing of history linked him with three shattering developments
of the Twentieth Century: the rise of modern Germany; the birth of nuclear weapons; and the
growth of Zionism.

Their impact on his simple genius drove him into contact with the affairs of the world,
for which he had little taste.  This alone made him a unique historical figure, even if he
had not altered man's ideas of the physical world."
120	Einstein	"The life of Albert Einstein had a dramatic quality that doesn't rest only on his ""Theory of
Relativity,"" for the extravagant timing of history linked him with three shattering developments of the Twentieth Century:  the rise of modern Germany; the birth of nuclear weapons;  and the growth of Zionism.

Their impact on his simple genius drove him into contact with the affairs of the world,
for which he had little taste  This alone made him a unique historical figure, even if he had not altered man's ideas of the physical world."
121	Einstein	"The life of Albert Einstein had a dramatic quality that doesn't rest only on his
""Theory of Relativity,"" for the extravagant timing of history linked him with three shattering
developments of the Twentieth Century: the rise of modern Germany; the birth of nuclear weapons; and the growth of Zionism.

Their impact on his simple genius drove him into contact with the affairs of the world,
for which he had little taste.  This alone made him a unique historical figure, even if he
had not altered man's ideas of the physical world."
122	Einstein	"The life of Albert Einstein had a dramatic quality that doesn't rest only on his ""Theory of
Relativity,"" for the extravagant timing of history linked him with three shattering
developments of the Twentieth Century: the rise of modern Germany; the birth of
nuclear weapons; and the growth of Zionism.

Their impact on his simple genius drove him into contact with the affairs of the world,
for which he had litttle taste.  This alone made him a unique historical figure, even if
he had not altered man's ideas of the physical world."
123	Elephants	Bonding over the mineral-rich mud in the hole at their feet, an older female places her trunk into a juvenile’s mouth. Elephants dig relentlessly with their tusks and trunks in the muck at Dzanga Bai, mining the substrata for salt and other minerals to supplement their diet of leaves, bark, grasses, and fruit.
124	Elephants	With notoriously bad eyesight, forest elephants tend to follow their trunks, using the appendage as a blind person might use fingertips on a stranger’s face--to identify, visualize, gather clues, communicate. From infancy, elephants entwine their trunks in play, establishing bonds of kinship while storing vital information--from smells and texture to the muscular strength of their playmates. Later, these games become more aggressive, especially among males, which grapple and joust with each other in order to establish dominance.
125	Elephants 2	With notoriously bad eyesight, forest elephants tend to follow their trunks, using the appendage as a blind person might use fingertips on a stranger’s face--to identify, visualize, gather clues, communicate. From infancy, elephants entwine their trunks in play, establishing bonds of kinship while storing vital information--from smells and texture to the muscular strength of their playmates. Later, these games become more aggressive, especially among males, which grapple and joust with each other in order to establish dominance.
126	Ellis Island	For many immigrants, the voyage to Ellis Island meant selling all personal possessions plus additional debt, just to buy the fare. After weeks crowded into the claustrophobic steerage of a ship on the stormy Atlantic, Ellis Island represented the final hurdle to The American Dream.
127	Ellis Island	"From 1892 to 1954, over twelve million immigrants entered the United States through the portal of Ellis Island, a small island in New York Harbor. Ellis Island is located in the upper bay just off the New Jersey coast, within the shadow of the Statue of Liberty. Through the years, this gateway to the new world was enlarged from its original 3.3 acres to 27.5 acres by landfill supposedly obtained from the ballast of ships, excess earth from the construction of the New York City subway system and elsewhere.

Before being designated as the site of one of the first Federal immigration station by President Benjamin Harrison in 1890, Ellis Island had a varied history. The local Indian tribes had called it ""Kioshk"" or Gull Island. Due to its rich and abundant oyster beds and plentiful and profitable shad runs, it was known as Oyster Island for many generations during the Dutch and English colonial periods. By the time Samuel Ellis became the island's private owner in the 1770's, the island had been called Kioshk, Oyster, Dyre, Bucking and Anderson's Island. In this way, Ellis Island developed from a sandy island that barely rose above the high tide mark, into a hanging site for pirates, a harbor fort, ammunition and ordinance depot named Fort Gibson, and finally into an immigration station.

From 1794 to 1890 (pre-immigration station period), Ellis Island played a mostly uneventful but still important military role in United States history. When the British occupied New York City during the duration of the Revolutionary War, its large and powerful naval fleet was able to sail unimpeded directly into New York Harbor. Therefore, it was deemed critical by the United States Government that a series of coastal fortifications in New York Harbor be constructed just prior to the War of 1812.

After much legal haggling over ownership of the island, the Federal government purchased Ellis Island from New York State in 1808. Ellis Island was approved as a site for fortifications and on it was constructed a parapet for three tiers of circular guns, making the island part of the new harbor defense system that included Castle Clinton at the Battery, Castle Williams on Governor's Island, Fort Wood on Bedloe's Island and two earthworks forts at the entrance to New York Harbor at the Verrazano Narrows. The fort at Ellis Island was named Fort Gibson in honor of a brave officer killed during the War of 1812."
128	Email Virus	"Yesterday, millions of people were seduced by an offer of love online. Today, the cyber promise was a joke -- with a new e-mail offering humor. But for those who responded, the joke was on them. The e-mails contained a destructive computer program -- referred to as a worm, which is a type of virus. The so-called love bug was first detected in Asia and rapidly spread through electronic mail across the globe. Experts believe it may have started in the Philippines by a 23-year old computer hacker nicknamed ""Spider."""
129	Empire of Their Own	"The Jewish immigrants who founded and came to dominate the American film industry,
created an image of America out of their own idealism ... a vision that proved so powerful
that it came to shape the myths, values, traditions and archetypes of America herself.

For these men, prevented from entering the real corridors of gentility and power in America,
cut their lives to the pattern of American respectability as they saw it.

In the process, they created a new country, an 'empire of their own,' and colonized the
American imagination to such an extent, that this country came to be largely identified
by its movies."
130	England	The notion of England as a gentle, fabled land freeze-framed some time in the 1930s when community life revolved around the post office, the country pub and the local vicarage has been erased by the juggernaut of the late-20th century and vast suburban sprawl. The heralded 'new' Britain, led by Labour Prime Minister Tony Blair, is being transformed from Thatcherite bleakscape into post-Diana cuddledom: the Queen and Prince Charles are coming on folksy, the Spice Girls are the new face of feminism and a couple of rude brothers with monobrows are the biggest posterboys around. Still, a country that gives a wig-wearing ex-junkie balladeer a knighthood must be doing something right.
131	Enigma	"By mid-1940, the German Army had conquered all of Western Europe ... Hitler was
tightening the noose around Britain ... German U-Boats were decimating Allied convoys, threatening to cut off Britain's only lifeline.  But Churchill had a 'secret weapon,' the
strangest military establishment in the world!

Crossword fanatics, chess champions, mathematicians, students and professors,
American and British all came together with one common aim: to unlock the secret of
""Enigma,"" the machine that concealed Germany's war plans in seemingly unbreakable code.  Many had never seen a code before; yet it was their job to crack ""Enigma.""
If ""Enigma"" could be penetrated, everything Hitler plotted would be known in advance!

At Bletchley Park there unfolded one of the most astonishing exploits of the Second World War!  Everything they did remained classified for 30 years!"
132	Entertainment In Wartime	It was farewell to all the worries and cares of the day. When the Paramount Theatre opened its doors, we forgot about names like Hitler and Mussolini. It was time instead to unwind and dream a little. The Paramount introduced new young singers like Frank Sinatra, and showed films with big stars like Clark Gable and Betty Hutton. These were the times that tried mens’ souls, but the glitz and glamour of Hollywood kept us distracted and entertained. We retained our perspective, and most importantly, allowed ourselves to hold on to a national sense of humor.
133	Entertainment In Wartime	It was farewell to all the worries and cares of the day. When the Paramount Theatre opened its doors, we forgot about names like Hitler and Mussolini. It was time instead to unwind and dream a little. The Paramount introduced new young singers like Frank Sinatra, and showed films with big stars like Clark Gable and Betty Hutton. These were the times that tried mens’ souls, but the glitz and glamour of Hollywood kept us distracted and entertained. We retained our perspective, and most importantly, allowed ourselves to hold on to a national sense of humor.
134	Excerpt From:  “The War” – PBS Production by Ken Burns	"More than 16 million Americans served in the armed forces during the war. Fewer than a million ever saw serious combat. The infantry represented just 14 percent of the troops overseas. But wherever they fought – in North Africa or the South Pacific or Western Europe — the infantry bore the brunt of the fighting on the ground — and seven out of ten suffered casualties.
Those in the infantry — in the Army and Marines — endured hardships and horrors for which no training could ever have prepared them. The infantry was the workhorse of the military, not only faced with battling the enemy but also often asked to do physical labor at the front lines transporting the food, clothing, weapons and medicine needed to win the war. They experienced the war as no one else did.
As in many other units, the men in the infantry griped about the food, the conditions and their superiors.
In the mountains of Italy, the men learned to sleep while marching – it was “a kind of coma,” one remembered – and when they got a chance to lie down, they preferred to sleep on rocks rather than bare ground because rocks were relatively dry. For everyone, keeping dry was of the utmost importance.
Beyond the physical discomforts, the men in the infantry had to battle impossible odds."
135	Fading Firecrown	Saving endangered species is a big job shadowed by big questions. Can we preserve them all? Should we even try? Researcher Erin Hagen doesn’t have the answers. For now, she’s doing what she can to help just one: the Juan Fernandez firecrown, a showy, highly curious hummingbird that hovers on the edge of extinction. The firecrown lives only on Robinson Crusoe Island, more than 400 miles off the coast of Chile.
136	Fading Firecrown	"Fading Firecrown

Saving endangered species is a big job shadowed by big questions. Can we preserve them all? Should we even try? Researcher Erin Hagen doesn’t have the answers. For now, she’s doing what she can to help just one: the Juan Fernandez firecrown, a showy, highly curious hummingbird that hovers on the edge of extinction. The firecrown lives only on Robinson Crusoe Island, more than 400 miles off the coast of Chile."
137	Falcon Heavy	"The Falcon Heavy consists of 27 engines with 5 million pounds of thrust - that’s as much as 18 Boeing 747s. In fact, it’s so much thrust that there’s no need to run the engines at max capacity during the launch. Instead the thrust is throttled and optimized throughout the flight. 

So here’s the plan for the test launch mission: the Falcon Heavy rocket would take off at the Kenedy Space Center, and then release it’s payload out into space. Two of the rocket’s boosters would be programmed to return back to Cape Canaveral to be recycled, while the 3rd booster - travelling much too fast to make the Cape - would land on a floating platform 500 kilometers off shore. 

With the boosters measuring 16 stories in height, it was a tall task…"
138	Farming And Pesticides	"Roundup's active ingredient, Glyphosate, is the most popular pesticide in the United States, partially because of the persistent rumor that it is benign.  Roundup is relatively safe - it's not as bad as, say, depleted uranium - but that doesn't mean you want to go pouring it on your pancakes. Roundup was found on lettuce five months after it was applied. Not the most healthful salad dressing - although it may be fat-free. A recent study conducted by the U.S. Environmental Agency exposed some interesting information regarding its toxicity. 1. Roundup is manufactured by Monsanto, a company responsible for transforming the face of agriculture through genetically engineered seed. Monsanto, which is become something of a poster child for coldhearted corporate evil, developed and patented seeds resistant to Roundup so that farmers could apply the herbicide to their fields with no fear of killing mature crops.  The majority of soybeans grown worldwide are now genetically modified, despite a poor understanding of the possible long-term implications. Genetic drift is putting organic farmers out of business, traditional seed stocks are dying out, and meanwhile Roundup sales have risen and Monsanto is suing farmers for patent infringement - including farmers who never bought the ""Round-up Ready"" seeds but whose fields were infected through pollen drift."
139	Filmmaking In America	As she lifted her lamp beside the golden door to this new world, another lamp was about to light -- a new invention called a movie projector. It would illuminate a world of dreams. Dreams shared by Liberty’s anonymous millions, a few of whom would become the rulers of Hollywood’s fantasy world. In the picture palaces built by Zukor, Fox, Mayer, and others, the new Americans would find at last a common tongue in which to share their hopes and yearnings for a better life.
140	Filmmaking In America 2	“The cinema has no boundary; it is a ribbon of dream,” Orson Welles said. It is a dream that knows no earthly border. The whole world has treasured it, storing away the image of Fred Astaire gliding across a ballroom floor ... Clark Gable sweeping Vivien Leigh up in his arms on a stairway to heaven ... Ingrid Bergman getting on that plane to Lisbon ... Garbo laughing ... Chaplin crying. The whole world watches each year as Hollywood rewards its own with Oscars. People still crowd premieres to see the stars, hurry to watch the movie crews on location all over the world. And in every country, people line up to see their favorite American films, new and old.
141	Fire And Thunder	In the past 150 years, the tall grass prairie- the easternmost portion of the Great Plains - has been all but erased. Now, in the Flint Hills of Oklahoma, on land too rocky to plow, the nonprofit Nature Conservancy is transforming 37,000 acres of ranchland into the largest expanse of tall grass prairie yet set aside. This labored process has already proven its value - over 300 buffalo have returned, to graze and roam.
142	Firefighting	The interior attack is one of the most effective fireground tactics. But to succeed, it means getting inside the building fast. This frequently means forcing entry. In our first program, we discussed conventional forcible entry -- that is, forcing entry by using a flathead axe -- into a structure where access is locked, blocked, or non-existent. Conventional entry using these tools relies on prying tactics. And while prying doors is still an important skill that every firefighter must master, the alarming rise in crime in this country, combined with advanced lock technology and increased security consciousness, have made prying tactics slower and less effective.
143	Fires -- News Story	"The Cerro Grande fire began as a ""controlled burn""... Designed to limit the power of future wildfires by burning away brush from uninhabited rocky areas. But low humidity and sustained high winds of up 60 miles per hour -- fed the flames and spread the fire over more than 47,000 acres. Today, about 60 percent of the fire is contained. More than 1000 firefighters -- some from as far away as Montana and Oregon -- continue to battle the blaze, which has cost nearly $4 million to fight ... And caused about a billion dollars in damages."
144	Food & Wine	Whether you're a professional sommelier or a budding gourmand, vacations built around the culinary arts are a perfect way to immerse yourself in a country or region. After all, you can learn as much about the history and ethos of a people from the methods and ingredients used in their cooking as you will from anything found in a book. Not to mention that culinary tours are perhaps the most, well, civilized way to travel. Yet they're still very much adventurous--not ones that elevate your heart rate or give you an adrenaline rush, but ones that still pose a challenge to your senses.
